SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),AOS Impact Approved or Not,QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 of Parts Dual Sourced (PASSIVE),%23 of Parts Dual Sourced (ACTIVE),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Comments / Challenges,Week,Attachments,ID,IL Date Format column,August IL5 IDs,IL Date Correction,Year,Month,Modified,Modified By,Created,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),Created By,Supplier Transfer,Transfer reason,Is Active
CR221927,Tim,Saurabh Agrawal,Yaswanth J,CR221927 | Leftover Montana PO|China Mainland and Hong Kong Accolade ID 75857,€ 0.00,Not Applicable,€ 0,LCM,N/A,L&A,Personal Health,OHC,PH,IL5,6/26/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12115"">View Entries</a>",31,0,12115,06-2026,True,True,2026,06,7/31/2026 7:57 AM,"Davis, Adrianna",7/28/2026 12:31 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR213578-1,Tim,Saurabh Agrawal,Yaswanth J,Leftover SKUs|JAPAC Costco W2 8pk|Retail W2 6pk|A3 4pk Accoalde ID: 75641,€ 0.00,Not Applicable,€ 0,LCM,N/A,L&A,Personal Health,OHC,PH,IL5,6/19/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12114"">View Entries</a>",31,0,12114,06-2026,True,True,2026,06,7/31/2026 7:57 AM,"Davis, Adrianna",7/28/2026 12:31 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR213578,Tim,Saurabh Agrawal,Yaswanth J,Leftover SKUS | NAR Oklahoma 4 | Bigfoot Canada | Hulk NAM Accoalde ID: 75598,€ 0.00,Not Applicable,€ 0,LCM,N/A,L&A,Personal Health,OHC,PH,IL5,6/10/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12113"">View Entries</a>",31,0,12113,06-2026,True,True,2026,06,7/31/2026 7:57 AM,"Davis, Adrianna",7/28/2026 12:31 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR251541,Tim,Saurabh Agrawal,Tanmay S,Remove Welding on the Wimbledon Drivetrain Assembly,€ 0.00,Not Applicable,€ 0,LCM,N/A,L&A,Personal Health,OHC,PH,IL3,11/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12112"">View Entries</a>",31,0,12112,11-2026,True,True,2026,11,7/31/2026 7:57 AM,"Davis, Adrianna",7/28/2026 12:31 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR247890,Tim,Saurabh Agrawal,Tamaghna S (Navnath),Extra Capacity for Cairo Tray,€ 0.00,Not Applicable,€ 0,LCM,N/A,L&A,Personal Health,OHC,PH,IL5,8/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12111"">View Entries</a>",37,0,12111,08-2026,True,True,2026,08,9/7/2026 3:14 AM,"Kumari, Supriya",7/28/2026 12:31 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR242896 -2,Tim,Saurabh Agrawal,Tanmay S,Topband Plastic Injection Molding Repeat Tool,€ 0.00,Not Applicable,€ 0,LCM,N/A,L&A,Personal Health,OHC,PH,IL5,7/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12110"">View Entries</a>",32,0,12110,07-2026,True,True,2026,07,8/6/2026 2:11 AM,"Kumari, Supriya",7/28/2026 12:31 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR239230,Tim,Saurabh Agrawal,Tanmay S,Cairo (non-charging) Travel Case ZD Repeat Molds,€ 0.00,Not Applicable,€ 0,LCM,N/A,L&A,Personal Health,OHC,PH,IL5,7/5/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12109"">View Entries</a>",31,0,12109,07-2026,True,True,2026,07,7/31/2026 7:57 AM,"Davis, Adrianna",7/28/2026 12:31 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR233965,Tim,Saurabh Agrawal,Tanmay S,End Plug Additional Tool for Cairo,€ 0.00,Not Applicable,€ 0,LCM,N/A,L&A,Personal Health,OHC,PH,IL5,3/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12108"">View Entries</a>",31,0,12108,03-2026,True,True,2026,03,7/31/2026 7:57 AM,"Davis, Adrianna",7/28/2026 12:31 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR217054,Tim,Saurabh Agrawal,Mukti L,Rework inventory of Osaka China CN charger bases to EU bases,€ 0.00,Not Applicable,€ 0,LCM,N/A,L&A,Personal Health,OHC,PH,IL5,8/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12107"">View Entries</a>",37,0,12107,08-2026,True,True,2026,08,9/7/2026 7:57 AM,"Kumari, Supriya",7/28/2026 12:31 AM,,,,,"Kumari, Supriya",No,N/A,Yes
PDTEAM635,Phil,Gourav Parab,Gourav Parab,D-Lit Automation,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,N/A,NON_12NC,Key Components & Electronics,MR,PD,IL2,12/31/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12104"">View Entries</a>",31,0,12104,12-2027,True,True,2027,12,7/31/2026 7:52 AM,"Davis, Adrianna",7/27/2026 11:50 AM,,,,,"Davis, Adrianna",No,N/A,Yes
OHC Artwork,Tim,Saurabh Agarwal ,Dipesh Bhagwat,OHC Artwork,€ 0.00,Not Applicable,€ 0,L&A,N/A,L&A,Personal Health,OHC,PH,IL3,12/31/2030,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12103"">View Entries</a>",31,0,12103,12-2030,True,True,2030,12,7/31/2026 7:58 AM,"Davis, Adrianna",7/26/2026 11:01 PM,,,,,"Kumari, Supriya",No,n/a,Yes
RfS-MCC-0046,Tim,Pankaj Chaudhari,Pankaj Chaudhari,Brazil Breast pump SKU's containing breast pads; to reflect the expiry date of the breastpads as expiry date for the breast pump,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12102"">View Entries</a>",31,0,12102,12-2026,True,True,2026,12,7/31/2026 7:58 AM,"Davis, Adrianna",7/26/2026 9:55 PM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-MCC-0316,Tim,Pankaj Chaudhari,Pankaj Chaudhari,MB 554-26005 - EU Packaging & Packaging Waste Regulation (PPWR) | OEM+BF - replaced by AMB554-26047 - replaced by AMB554-26052 | BF,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12101"">View Entries</a>",31,0,12101,12-2026,True,True,2026,12,7/31/2026 7:58 AM,"Davis, Adrianna",7/26/2026 9:55 PM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-MCC-0824,Tim,Pankaj Chaudhari,Pankaj Chaudhari,BFS Project Atlas,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12100"">View Entries</a>",31,0,12100,12-2026,True,True,2026,12,7/31/2026 7:58 AM,"Davis, Adrianna",7/26/2026 9:55 PM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-MCC-0880,Tim,Pankaj Chaudhari,Pankaj Chaudhari,"Replacement tools for Via Cup 6oz, 8oz and 180ml",€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL2,3/31/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12099"">View Entries</a>",31,0,12099,03-2027,True,True,2027,03,7/31/2026 7:58 AM,"Davis, Adrianna",7/26/2026 9:55 PM,,,,,"Kumari, Supriya",No,N/A,Yes
38636,Phil,Radhaprasanna ,Avinash Gosavi ,Sanmina T-2 PCB change from Topsun china to Keerthi in India,€ 0.00,Not Applicable,€ 0,LCM,PROCUREMENT,SOURCING,Key Components & Electronics,MR,PD,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,NO,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12098"">View Entries</a>",30,0,12098,12-2026,True,True,2026,12,7/25/2026 2:04 PM,"Davis, Adrianna",7/25/2026 2:03 PM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
RfS-MCC-0631,Tim,Pankaj Chaudhari,Anjan Naik,Stickering launch of PPSU bottles and Giftset in Russia,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL3,2/28/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12097"">View Entries</a>",32,0,12097,02-2027,True,True,2027,02,8/6/2026 4:07 AM,"Kumari, Supriya",7/23/2026 4:59 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-MCC-0782,Tim,Pankaj Chaudhari,Anjan Naik,Move PPSU production from Wisdom to Vburg,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL2,9/30/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 6,667.00",€ 0.00,"€ 13,333",€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12096"">View Entries</a>",31,0,12096,09-2027,True,True,2027,09,7/31/2026 7:58 AM,"Davis, Adrianna",7/23/2026 4:59 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RFS-MCC-0272,Tim,Pankaj Chaudhari,Anjan Naik,Enlarge the F BOX of 11oz Bottle triple pack Anticolic,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL2,3/30/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12095"">View Entries</a>",31,0,12095,03-2027,True,True,2027,03,7/31/2026 7:59 AM,"Davis, Adrianna",7/23/2026 4:59 AM,,,,,"Kumari, Supriya",No,N/A,Yes
44895,Tim,Sushruth Rudrachary,Ishan Gupta,LPP Project-ME componant,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,N/A,SOURCING,Personal Health,GB,PH,IL4,11/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 1,106.00",€ 0.00,"€ 5,532",€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12094"">View Entries</a>",36,0,12094,11-2026,True,True,2026,11,9/1/2026 10:47 AM,"Kumari, Supriya",7/23/2026 4:48 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-MCC-0674,Tim,Pankaj Chaudhari,Jatin Bachal,Owl SCD643/26 Brazil pack running change,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL3,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12093"">View Entries</a>",31,0,12093,12-2026,True,True,2026,12,7/31/2026 7:59 AM,"Davis, Adrianna",7/23/2026 4:44 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-MCC-0223,Tim,Pankaj Chaudhari,Jatin Bachal,SCD971/26 launch in Israel,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL3,3/31/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12092"">View Entries</a>",31,0,12092,03-2027,True,True,2027,03,7/31/2026 7:59 AM,"Davis, Adrianna",7/23/2026 4:43 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0738,Tim,Sushruth Rudrachary,Kirti Deshpande,Amend the zoom wheel that is visible on the front of pack render. Create a new render with the correct zoom wheel.,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12091"">View Entries</a>",31,0,12091,12-2026,True,True,2026,12,7/31/2026 7:59 AM,"Davis, Adrianna",7/23/2026 4:38 AM,,,,,"Kumari, Supriya",No,N/A,Yes
 RfS-G&B-0298,Tim,Sushruth Rudrachary,Kirti Deshpande,SICR20260424014 Topband material change for Sigma Motor frame ,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL3,2/28/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12090"">View Entries</a>",36,0,12090,02-2027,True,True,2027,02,9/2/2026 9:51 PM,"Kumari, Supriya",7/23/2026 4:38 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0863-,Tim,Sushruth Rudrachary,Chetan Mantri,"Implementation of New Artwork, Packaging Improvements and Labeling Updates for KSA",€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL1,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12089"">View Entries</a>",31,0,12089,12-2026,True,True,2026,12,7/31/2026 7:59 AM,"Davis, Adrianna",7/23/2026 4:23 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0862-,Tim,Sushruth Rudrachary,Chetan Mantri,To correct the defects and deviations observed in the labelling verification report of Sunstone,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL1,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12088"">View Entries</a>",31,0,12088,12-2026,True,True,2026,12,7/31/2026 7:59 AM,"Davis, Adrianna",7/23/2026 4:23 AM,,,,,"Kumari, Supriya",No,N/A,Yes
RfS-G&B-0861-,Tim,Sushruth Rudrachary,Chetan Mantri,Sunstone: Improvement updates on Product Labeling Specifications versus artworks and IFUs.,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL1,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12087"">View Entries</a>",31,0,12087,12-2026,True,True,2026,12,7/31/2026 7:59 AM,"Davis, Adrianna",7/23/2026 4:22 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR251524,Tim,Sushruth Rudrachary,Mayur Jagtap,Adding Second source components of Main PCBA sunstone Core for Supply Safet,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Personal Health,GB,PH,IL1,6/1/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12086"">View Entries</a>",31,0,12086,06-2027,True,True,2027,06,7/31/2026 7:59 AM,"Davis, Adrianna",7/23/2026 3:41 AM,,,,,"Kumari, Supriya",Yes,Dual Source,Yes
CR248322,Tim,Sushruth Rudrachary,Mayur Jagtap,"Second Source Supplier Q400 of Main PCBAs, E0307",€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Personal Health,GB,PH,IL1,6/1/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12085"">View Entries</a>",31,0,12085,06-2027,True,True,2027,06,7/31/2026 7:59 AM,"Davis, Adrianna",7/23/2026 3:41 AM,,,,,"Kumari, Supriya",Yes,Dual Source,Yes
RfS-G&B-0833,Tim,Sushruth Rudrachary,Mayur Jagtap,YY LS Packaging insert tray upgrade (Brown to White),€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL2,3/1/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12083"">View Entries</a>",32,0,12083,03-2027,True,True,2027,03,8/6/2026 3:47 AM,"Kumari, Supriya",7/23/2026 3:40 AM,,,,,"Kumari, Supriya",No,N/A,Yes
CR235694 - 2,Tim,Saurabh Agrawal,Tanmay S,Babylon - Ph2 (Hot bar soldering update across 3 mfg sites),€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,OHC,PH,IL3,11/27/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12078"">View Entries</a>",31,0,12078,11-2026,True,True,2026,11,7/31/2026 7:59 AM,"Davis, Adrianna",7/16/2026 7:57 AM,,,,,"Kumari, Supriya",No,n/a,Yes
CR235694 - 1,Tim,Saurabh Agrawal,Tanmay S,Babylon - Ph1 (Zhuhai Dt + Btm Cairo Handle),€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,OHC,PH,IL5,7/3/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=12077"">View Entries</a>",31,0,12077,07-2026,True,True,2026,07,7/31/2026 7:59 AM,"Davis, Adrianna",7/16/2026 7:57 AM,,,,,"Kumari, Supriya",No,n/a,Yes
